brand,stars,title,text
Breyers,1,Don’t fix what ain’t broken!!!!,"Why Breyers why?? The peanut butter WAS the best thing to happen for low carb dieters in awhile! That is, until you changed it for absolutely no reason. It has no peanut butter flavor now and I’m so disappointed that I just bought my regular stockpile of 6. Yuck. Change it back! Also bring back butter pecan."
Breyers,1,Was my favorite until the swirl went missing,This used to be my favorite ice cream until recently I bought a container of it and the swirls of peanut butter inside were completely missing. I can't imagine who in the chain of command thought this would be a great idea but I won't be buying it again. Note to Breyers: google Hostess Suzy Q debacle.
Breyers,1,Why did you change it?,The Peanut Butter was my favorite flavor and we would go out of our way to purchase it from the one store that carried it. The new recipe is awful. Why get rid of the swirl? It is bland and flavorless now and lost the additional appeal of the swirl texture. Very disappointed with this change.
Breyers,1,Amazing ice cream until they ruined it,"Much like many others, I was absolutely in love with this ice cream, as were my parents. Both me and my mom would regularly buy multiple cartons at a time because we loved the creamyness of the ice cream mixed with the tougher texture and stronger flavor of the peanut butter swirls.
When we found some cartons without the swirls and just containing a plain cube of ice cream with a dull flavor, we both just prayed that it was an older recipe and the newer ones contained the swirls because Breyers understood it was an improvement.
I am truly baffled to find out that the plain cartons were the new recipe. Just why? It's painfully boring now. I still buy them on the off chance I get one with swirls, which is easily a no-brainer 5-star ice cream. Hopefully they come to their senses and revert the horrible mistake they've made."
Breyers,1,The swirl is worth 4 more stars,Came here to voice my dissatisfaction with everyone else. Bring back the previous formulation for 5 stars. Currently tastes like vanilla with a hint of peanut butter. Didn’t even finish the current gallon I have and will not ever purchase this current formulation again.
Breyers,1,#bring back the swirl!!!,"I've been purchasing & enjoying your delicious Carb Smart ice creams for some time now. Although the chocolate & vanilla are very good, the Peanut Butter is far & away THE BEST! I recently bought a carton with no peanut butter swirl & at first I thought it was a mistake. Then I noticed your packaging changed as well - no swirl. So disappointing, flavor is poor without the best part. Why did you remove it? Please bring back the swirl!"
Breyers,1,I agree with all the other OUTRAGED customers!,This ice cream was the BEST low carb half gallon money could buy.......UNTIL they took out the Peanut Butter swirl!!! WHY!!??? If they don't add it back I am not going to buy it any more.....
Breyers,1,Bring back the peanut butter swirl!,The first time I bought this ice cream I thought it was fantastic...because it had the peanut butter swirl. I occasionally buy Rebel low carb ice cream but I bought the Brewers this time because it was on sale. As soon as I took the first scoop I was wondering where the peanut butter swirl was. It does not taste like peanut butter and I won’t buy this again. Obviously everyone else here is missing the peanut butter swirl again.
Breyers,1,flavor doesn't taste right,This is not very tasty. There is an odd taste that isn't like l peanut butter. Too creamy
Breyers,1,"missing the swirl, too","Just finished half of the carton looking for the swirl (the only flavor source in the recipe.) Threw the rest away! Not even a warning on the front like ""New Recipe"" or ""Now with less flavor."" Will not be purchasing again. You fooled me this time...but not again! I work too hard for my money to waste it on this."
Breyers,1,Ribbon gone,As with most low carb dieters I loved this product when it was first tried with the pea nut butter ribbon. The product itself is ok but the ribbon made it great. Paying a bit more is not an issue for someone on low carb when the treat is good enough because there are so few options. Fortunately that is changing and I’m hoping executives revisit their stance on this products recipe before the sales diminish to a point where the line is eliminated. You have an opportunity to capture more market share and help keep upstarts out of the frozen treat space. Many of us find this without advertising. Imaging what will occur to sales if it is realized this is not just for low carb dieters but also is reasonable for those with diabetes. Please consider making the treat the way it was.
Breyers,1,Where is the swirl???,I have been buying your Peanut Butter Carb Smart ice cream for the past year and a half. I have been on this Keto diet and found that I could still love good ice cream and not rack up on carbs. The swirl is what made the ice cream. Big chunks of peanut butter that would literally melt in your mouth. But now some genius has taken it out and it is just plain ole peanut butter ice cream. I will be looking for another brand seeing that this flavor was all I ever bought. Thanks for the disappointment.
Breyers,1,Horrible without the peanut butter swirl,It’s horrible without the swirl bring it back. Loved it with the swirl. Came here to see what was going on because I have still been getting the swirl ever once in awhile. We only shop at 2 store. Try rotating the stock if you’re gonna change it.
Breyers,1,The swirl is gone!,I used to love this with the peanut butter swirl. Why would you take out the best part? I will never buy it again unless you go back to the original recipe. So disappointed!
Breyers,1,WHY??? did you remove the peanut butter swirls??,Why would you remove the peanut butter swirls from the ice cream? It no longer tastes like peanut butter? Cost savings??? So disappointing...
Breyers,1,Use to love it,Love the old peanut butter no carb but no taste now
Breyers,1,YOU RUINED IT!,"WHY did you change what was my favorite low carb ice cream ever?!? as others have complained, it is HORRIBLE without the ribbons/swirls of peanut butter. that made it over the top delicious & I was raving to everyone about it. so they tried it & also hate it because you removed what made it great. SEVERELY DISAPPOINTED & WILL NO LONGER BUY ANY OF YOUR LOW CARB PRODUCTS."
Breyers,1,Disappointed,I love Breyers ice cream but recently switched to the Carbsmart flavors. I have been so disappointed in the change in recipe of the Carbsmart Peanut Butter. Gone are the ribbons of peanut butter and the flavor.
Breyers,1,Where's the swirl!?,I really loved the peanut butter ice cream..... when it had the peanut butter swirled throughout! What happened!? Please bring back the swirl!
Breyers,1,Absolutely tasteless,Was extremely disappointed in this product. Would never purchase again. Even the dog didn’t enjoy it. Ended up throwing most of it away.
Breyers,1,VERY DISAPPOINTED IN THIS PRODUCT,"It USED to be the BEST Ice Cream Ever!!! PAST TENSE.... How in the world I go to store wanting Ice Cream, decide to pick up my favorite, Breyers Butter Pecan and there are NOOOOOOOO pecans in the whole DARN container (I use darn because it would let me say the other word. That's how upset I am). Are you Kidding me. I grew up on this Ice Cream. I don't like very much, but I could Always count on My Breyers Butter Pecan Ice Cream. Until Now, what is going on. This is ridiculous. I will NO LONGER PURCHASE (WASTE MY MONEY) ON THIS ICE CREAM EVER AGAIN. If I wanted Vanilla I would have brought Vanilla. How could this happen? The Ice Cream use to be Less than $6.00, not it's higher and less quality. If you pay more the product should be what people expect or better quality. Come on, what is it going to take to get what you pay for these days. I use to love or was happy to taste the pecan. It was like roasted pecans in delicious vanilla ice cream. Now, it's just Vanilla ice cream. NO MORE"
Breyers,1,Very disappointing - Butter Pecan Ice Cream,"So disappointed to have a few bites on Breyers Butter Pecan Ice Cream only to have the worst after-taste left in my mouth. Before looking at ingredients, I already knew there was corn syrup in it!!!---AND sugar!!! So sad. I expected more from Breyers, the same brand that I can rely on for clean, simple ingredients when it comes to vanilla and chocolate ice cream (only 2 flavors that have simple ingredients, for now anyway). As a point of differentiation, please expand your line to meet the consumer demand for healthier options in terms of simple and clean ingredients. Please do not continue to cheapen your product and brand with cheap ingredients."
Breyers,1,What Happened to the So-Called Purity,"I grew up in the Philadelphia area; in fact, I used to live a few doors away from the old Breyer's house at 16th & Locust Sts. Used to be a devoted Breyers lover; and Butter Pecan used to be my favourite. But, now it's Hagen Das. Why? Real ice cream doesn't use corn syrup and gums. BP used be Natural Vanilla with added pecans and that was all. Now it's this strange viscous goo. Ever since Unilever took over they've been adding all this junk so as to produce the product more cheaply and therefore sell it cheap. Sometimes it's better to sell a little less at a little more and sell better Mr. Breyer would be very sad if he were still with us."
Breyers,1,Deeply Disappointed!,"Breyer's has always been my go to brand for ice cream because it was actually ice cream not some synthetic tasting frozen goo! I know they had frozen dairy dessert flavors but the normal staple flavors like butter pecan were actual ice cream. I was deeply disappointed to get the butter pecan home and find that it too is now filled with poor ingredients, corn syrup etc. Unfortunately, this will be my last purchase of a Breyer's product and I will be more diligent in reading labels on products that I have always purchased as companies are changing ingredients and not alerting that to us on the label!"
Breyers,1,Horrible quality!,"I grew up in the Philadelphia, Pa. area and enjoyed the Brewers experience along with Tastykake as a wonderful privilege. However, over the last three years I’ve been immensely disappointed with the quality of this product. The cream tastes doctored, not pure, and the pecans are sometimes burnt and have bits of hull in them which almost makes me gag, ughhh! Biting into that is torture! I can’t ever see myself buying this product again until you fix these issues. Your competition has surpassed you and they give me more for less. You’re gonna need to raise your game, Brewers, if you expect to remain relevant."
Breyers,1,Breyers Butter Pecan dairy product,"Breyers Butter Pecan frozen dairy dessert, I was excited to try an old childhood favorite again! I must admit that the first spoonful or two tasted great, until I realized something was a bit ""off"" I noticed a somewhat gummy texture and was instantly suspicious... I checked the side panel of the carton and was shocked at what I read! Artificial additives and gums! Whatever happened to the Breyers pledge of honest easy to read ingredient list? Who was it a kid named Mikey stuttering over another leading brands ingredients? And clearly could read milk,sugar, cream (?) and strawberries on the Breyers label! That said the frozen dessert is misleading when seeing the Breyers label. I noticed that it had the unilever trademark (soap makers) While it was sweet at first taste, the end result will be purchasing a real ice cream product- not this artificial gummy concoction made cheaply."
Breyers,1,Recipe changed ... to GOO,"Horrible, has the consistency of warm tree sap with the sickening sweet goo of corn syrup. One Awful spoonful proved this brand is no longer allowed in my home.
New recipe ingredients developed in a laboratory don't belong in ""Real"" iced cream."
Breyers,1,"Butter Pecan...more like ""Butter""","I purchased a 1.5 quart container of Butter Pecan ice cream tonight, 11/2/2017, from Walmart on Hinkleville Road in Paducah, Kentucky. I'm about 3/4 of the way through it and the ""pecan"" count is like 1/8 of 1 Pecan. A tiny piece of pecan. It doesn't look like there's any pecans at all. I'm not exaggerating. I must have got a bad batch. Since I don't see a place to lodge a complaint on the website I guess I'll have to do it here. If you're looking for pecans in your butter pecan ice cream forget about Breyers."
Breyers,1,Ewwwwww!,"The consistency is totally different from before. I echo the other reviews on its cheap tasting consistency. It’s like foamy, light, and NOT the way ice cream should taste. Very gross- I hope all Breyer’s doesn’t taste like this now, but I won’t be finding out. If I’m eating ice cream, I’m certainly don’t want to be wasting those calories on cheap tasting goo. Back to Ben & Jerry’s."
Breyers,1,This is NOT Ice Cream,"Like Many reviewers, This will be the last purchase of Bryers. This is no longer Ice cream but instead Frozen Dairy Dessert. Tastes like lots of filler and cheap sweetner.
What ever Happened to simple ingredients?"
Breyers,1,No pecans in the butter pecan,"Breyers was the only ice cream I would eat but I don’t eat ice cream often so imagine my surprise when my favorite wasn’t like it used to be,,,,middle of the container and I haven’t had one pecan yet...should have labeled it butter ice cream"
Breyers,1,Not Butter Pecan,"I had my boyfriend pick up some Butter Pecan ice cream up as I had a pregnancy craving for it. The commissary only carries this brand of it. When I opened it I thought it looked different, so I read the container, and while it's called Butter Pecan, the small print says it is vanilla with buttered pecans. So it is literally just pecans in vanilla ice cream. You should stop calling this butter pecan. It's misleading. Who puts vanilla ice cream in butter pecan?"
Breyers,1,Just plain ICK!,Breyers brand used to stand for quality and taste. Unilever has turned it into a mediocre “frozen dairy dessert.” So sad!
Breyers,1,"No, No Just no. - Do not buy","I love butter pecan ice cream, but this was not good. I had 2 spoons of it and I threw it in the trash. I don't know what happened to this ice cream but the texture is off the taste is bad and the pecan are rubbery.
DO NOT BUY!!!!!"
Breyers,1,So sad the recipe changed,"I am so disappointed that they changed the Butter Pecan recipe. It used to be THE BEST Butter Pecan ice cream in the world with the most perfect natural sweet cream flavor and savory pecans. Now it is just another crap product on the shelf of fake tasting ""ice cream"". I raved about it to my husband only to be embarrassed when he finally tried it. Shame on Breyers for going against the original owner's philosophy and recipe. Not buying this anymore."
Breyers,1,Tasteless Butter Pecan,"I grew up on Breyers ice cream, and I worked at a drug store when I was 16 that had a soda fountain. We sold only Breyers and it was GREAT. That was 55 years ago. What you're selling now is awful. Who in the world talked you into destroying your wonderful product? It no longer has any flavor. Based on the other reviews on this page, I have to question whether you'll be able to stay in business. I will not purchase your ice cream again."
Breyers,1,Beware - not real ice cream and artificial flavors,Not your Father's Breyer's anymore. It is sickeningly sweet from the high fructose corn syrup and the texture is very bizarre from all the gums. They are also trying to pull a fast one on their marketing websites and in the packaging acting like this is ice cream - the fine print is this is a frozen dairy desert. Aka. they can pump it up with as much air and artificial chemicals as they want. Unilever why'd you ruin a good thing?
Breyers,1,This is a gross chemical dump,This “frozen dairy dessert” mess is Unilever’s attempt to scrape additional margin at the expense of product quality. We want an indulgent quality treat; this might as well be Butter Pecan Tide Pods. Breyers has violated its brand standards beyond recognition. Notice how the don’t show the FDD language in promo pictures? Breyers is a commodity bottom of barrel brand now. Next Unilever will make QTips out of insulation.
Breyers,1,Very disappointed,"I have always liked Breyers vanilla Ice Cream. This week I decided to try a different flavor but was very disappointed with the carton of Butter Pecan. The pecans were soft, not buttery and roasted as stated. Many were BITTER and completely inedible. I have thrown away the remainder of the carton! I do hope that this is a minor slip up and not an indication of a major overall decline in quality of Breyers products."
Breyers,1,Did not meet my expectations,"Went to the store craving some butter pecan ice cream. The store did not have the brand I wanted to so I figured Breyer's was a safe choice remembering that I used to enjoy it as a kid. The ice cream is edible but they should have labeled the ice cream ""Vanilla with pecans"", not ""Butter Pecan"". Definitely misleading and to some degree mislabeled. I don't plan on buying this brand ever again--truly a shame."
Breyers,1,NOT ice cream!,"As a kid, I had always held Breyers in high regard. It was fairly dense, had only the ingredients it should, and tasted great. Now it can’t even be called ice cream, it’s ‘frozen dairy dessert’. It’s got corn syrup, gums and other fillers. And it’s so full of air it has the texture of chilled foam. Gross! I told my wife we will never buy another package of Breyers."
Breyers,1,Frozen Dairy GARBAGE!!!,"Not anything remotely close to the ""ice cream"" I grew up with. Extremely disappointing. ""Frozen Dairy Dessert"" is not ice cream. Tasted like vanilla bean whipped topping with stale pecans...which were very few and far between. What happened to the simple all natural ingredients we all loved?? Replaced with artificial fillers to save a buck?? What a joke. #epicfail"
Breyers,1,Horrible ... NOT ice cream,"I am an ice cream aficionado. My preference is home made ice cream with real cream and real sugar. As for store-bought ice cream, I used to buy Breyers ages ago because it was the standard by which all others were measured. I stopped buying Breyers ages ago when they reduced their 1/2 gallon carton down to a reduced size. I love ice cream; why would I want less???
My wife bought some Breyers Butter Pecan today because the store had a ""Buy one / Get One"" sale. The stuff was horrible; it wasn't even ice cream any more. It had a gooey texture, rather than a natural IceCream-texture; the flavor had a sickening sweetness to it rather than the natural Breyers flavor of ages ago; and lastly, it had an after taste that was strange and unpleasant. This is not the Breyers natural ice cream that they used to make ages ago.
This stuff is so far removed from the old natural Breyers that I wouldn't even call this stuff ice cream any more."
Breyers,1,Disappointing~ Pecan Shells in ice cream,"So, I posted a review last week concerning Pecan Shells in the ice cream, get an email stating ""It cannot be published to the website, but.."" with a picture of the word Breyers. It's okay for you to post someone else's review of Butter Pecan with No Pecans, but not a post with the shells in the box. This Will be the LAST box of Breyers I buy"
Breyers,1,coconut oil?,"I thought I was buying ice cream, since it said Breyers on the container. I admit I was in a hurry, but I thought I was safe from gypsy tricks or product changes. When I was a kid, I remember eating Breyers Butter Pecan Ice Cream. Not any longer...it is now referred to as a Frozen Dairy Dessert because they altered the ingredients."
Breyers,1,Pecans were rancid!,"Butter Pecan is my favorite ice cream flavor of all times, and I set myself the challenge to try as many brands as possible. This ice cream is nothing more than vanilla favor with added pecans, and the nuts tasted stale or rancid. I ended up throwing out the rest of it. Horrible experience! :("
Breyers,1,Frozen dairy garbage,"It used to be the best ice cream ever when I was growing up. Now, it's ""frozen dairy dessert"" that tastes disgusting and artificial and has a weird texture. I've noticed that most of their ice cream flavors have now made the switch. I'm so disappointed that I can't eat Breyers anymore."
Breyers,1,Why,Butter pecan ice cream is just not good. If I were looking at all the different ice cream flavors at the store I don’t think I would look at butter pecan and decide that that was the ice cream for me. It has such a boring taste and I don’t know why anyone would buy it. Ew.
Breyers,1,You changed the recipe,Your recent butter pecan recipe change has not been an improvement from my perspective. For years I have purchased 3 containers per week. I’m now looking for another brand. I hope at some poin5 you go back to 5he old formula
Breyers,1,bad taste,"the butter pecan taste is so bad, this is the first time in my life I didn't finish a bowl of ice cream, I threw the whole thing in the trash. Years ago I used to love Breyers natural ice cream, now it's gummy, gunky, goo."
Breyers,1,No butter or pecans,Bought this butter pecan ice cream from my local grocery store. The next day I opened the product and found I had bought vanilla ice cream with a butter pecan label. No butter or pecans.
Breyers,1,No pecans ????,Seriously craving butter pecan ice cream and there is NO PECANS in the whole container ?????? Ahhhh why would you do that to a butter pecan lover .... is there a pecan shortage or?????
Breyers,1,The nuts were rancid,My Daughter had this for dessert. Awful. It is more like ice milk. It was chuck full of bad nuts. Stay away. Kroger has a Southern Butter Pecan that is to die for.
Breyers,1,Where are the pecans?,This product used to be filled with pecans. The most recent carton I purchased (9/16/2019) was basically vanilla cream with no pecans.
Breyers,1,Poor offering from Bryers,The lack of nuts is one thing but the consistency is not right. It seems foamy and sticky at the same time. Pass on this flavor.
Breyers,1,Will not buy again,I had the same problem with the rest of the people complaining about way less pecans than it used to
Breyers,1,Where’s the negative numbers,Will be looking elsewhere ! Filler Creme ? I will not return
Breyers,1,Butter Pecan,This is horrible. I think I’ll throw the carton away.
Breyers,1,No cookie dough,We basically got only chocolate chip and absolutely no cooke dough. We really thought maybe the cookie dough just settled but there was definitely no chewy cookie dough chunks as advertised.
Breyers,1,Disappointed,"I bought a half gallon of the chocolate chip cookie dough as a weekly dessert and have to say i was so disappointed with the flavor that I didn’t eat it.
Something seemed wrong with it as it smelled like spoiled milk and didn’t taste any better. I came straight home fro. The grocery store and it did not melt in any way. When I opened it that evening after dinner for some it didn’t seem right. Driving ll the way back to the store didn’t seem worth it.
I have all of the information from the package if you want the details.
This is the very first time I have ever been disappointed in your ice cream so I thought I would let you know."
Breyers,1,Ew,"Breyers used to have the best stuff, and the cookie dough was always a solid choice. But, we just bought it last night (after not having any for a few months) and... it tastes really bad. There's this strong aftertaste that reminds me of sweet and low (kind of that... hyper sweet, metallic sort of flavor). It does not appear to contain anything like that, which is perhaps even more troubling because ... why does it taste like that, then? It really shouldn't taste like that at all. It was really unpleasant.
It wasn't expired, or even close to expiring. Threw the rest of it away. Ew."
Breyers,1,Low Quality,I'm not sure where to begin. The aftertaste of this ice cream leaves a bitter taste in my mouth unlike any other ice cream product I've had before. The cookie was plentiful but honestly was the only good part of this product. I rather have collected all the cookie dough and ate it that way so that I could avoid the ice cream part. I've enjoyed other Breyer products and cannot understand why this one is different. Could it be that this ice cream product is not actually ice cream but Frozen Dairy Desert? Disappointing.
Breyers,1,What Did I Just Eat?,"First of all, ""Frozen Dairy Dessert"" is a terrible excuse for ice cream, and I already know this, but I was tired and not thinking clearly when I went grocery shopping. I thought I was putting actual ice cream in my cart. Imagine my disappointment when one evening after work I was looking forward to mowing down on some ice cream and I open my freezer to this atrocity.
Secondly, where are the cookie dough pieces and chocolate chips? If you consider every handful of bites enough to be satisfactory, you're sorely mistaken.
Thirdly, has anyone at Breyers actually tasted this nonsense? If so, they should be reassigned to another position.
Breyers, read your reviews. This is not a product that people enjoy eating."
Breyers,1,HORRIBLE,I purchased breyers chocolate chip cookie dough ice cream and it's safe to say I will NEVER be purchasing it again . There is not one single chocolate chip or a hint of cookie dough anywhere in the ice cream . How does this even make it off the production line ? .
Breyers,1,Disappointing,The name Breyers is a well known and respected name. I have been buying Breyers for years and have never had this issue before this. I was very disappointed in the lack of cookie dough drops in the ice cream. It was chocolate chip ice cream.
Breyers,1,Not Good,"I'm a lover of cookie dough ice cream. Many people are, as well. When I saw that my local grocery store had this ice cream on sale, I thought I try it. While the ice cream was fresh, there wasn't much flavor and wasn't as rich as other brands that I've tried. What made me most disappointed was the cookie dough was not soft, chewy and rich like you'd expect. the cookie dough pieces were crunch and gritty (almost like a graham cracker like another reviewer mentioned). I will have to go back to the other brand that I've been eating until Breyer's develops a new recipe."
Breyers,1,This flavor is absolutely terrible.,"Breyers- what happened to this ice cream? It is terrible! I grew up eating Breyers strawberry and vanilla. This evening we opened a gallon of the chocolate chip cookie dough flavor and it tasted like it was made with spoiled milk. I immediately assumed the recipe changed to make it “healthier” and went to google for answers. My question is still not answered but I was sad to see this flavor even has horrible reviews all over your very own website!! Hello! It’s time to change the recipe! Please don’t send me a coupon, I don’t want it, I just want the Breyers I know and love from my childhood back!"
Breyers,1,What happened??,"I remember eating Bryers when I was younger and the flavor was so bold, the texture was perfect, and the after taste consisted of vanilla. This particular flavor had chocolate chips rather then waxy bits and cookie dough was softer and more flavorful.
Fast forward to today I grabbed this product for my kids to have an ice cream night and it was everything BUT a treat. My 4yr old that I call the foodie tasted it and said he didn't want it. My 11 year old saud "" what made you get this"". I ate a spoon and threw the rest away.
Kids turned down ice cream this ice cream... That's a problem."
Breyers,1,Not pleased with product,"Purchased Chocolate Chip Cookie Dough Ice Cream. Immediately upon scooping I thought i had purchased Vanilla Bean. This product failed miserably with barely any dough, chips and flavor."
Breyers,1,No cookie dough!,"I was expecting this ice cream to have loads of cookie dough, because I have purchased other flavors and they were very good. The picture indicates lots of cookie dough which is very misleading because this ice cream has hardly 10 pieces of cookie dough in the whole container. I literally searched the whole box of ice cream with a spoon and found little to no pieces of cookie dough inside of it . Please if your reading this Breyers add more cookie dough."
Breyers,1,No cookie dough...,I just bought one of these and it didn't have ANY cookie dough in it....awkward. Pretty sure that it was a mistake. Still mega disappointing. :/
Breyers,1,1 pint container= 4 pieces of cookie dough...,4 pieces of cookie dough.... very dissatisfied with ANOTHER unilever
Breyers,1,Weird after taste,"This cookie dough has some weird taste like they switched to artificial ingredients or just a plain inferior sweetener. I bought this a couple of months ago and I meant to keep a mental note not to make the mistake of getting this flavor again in your brand, but earlier this week I forgot and made the purchase anyway as opposed to another flavor. I am highly disappointed....again."
Breyers,1,Sour Taste - Not good,"Breyer's Cookie Dough ice cream was the only option at the store. They were sold out of the generic brand that I normally buy. So I decided to go ahead and spend the extra few dollars and try a name brand. I was very disappointed. The ice cream tasted strange, like whiskey, and it had a foamy texture. My first thought was to check the expiration date. It wasn't expired and I hadn't left it out of the freezer. I only live a few minutes from the store I purchased it from. I would not buy this again and do not recommend it to others."
Breyers,1,I Threw it in the garbage,The cookie dough tasted like it had spoiled. I bought another carton thinking something was wrong with the first one but it had the same sour taste. Yuck
Breyers,1,Tastes sour and leaves a bitter after taste,I purchased the Chocolate Chip Cookie Dough ice cream. Tasted sour and leaves a bitter after taste. I originally thought the product might have gone bad but after reading other reviews I realized that it is a problem with the ice cream itself. Could not finish the bowl and will be throwing away the tub. Absolutely discussing!
Breyers,1,Thought it was spoiled,"Had a scoop (of my favorite ice cream) after my fiancé purchased a tub after a bad day, one bite in we were both sure that it had gone bad and pitched it. We bought a second tub later and it was just as sour tasting with a weird aftertaste, popped in back in the freezer to see if there had been a contamination recall for a batch. A quick look shows that the formula changed and everyone else noticed just as much as we did."
Breyers,1,Tastes like Cherry?,"My ice cream has very little cookie dough and has a strange after taste to it. Both my husband and I think it might taste like cherries or some artificial sweet fruity taste. Either way, gross!"
Breyers,1,Not good,"I have always liked Breyer's ice cream, but this carton was HORRIBLE. I thought my taste buds were off the first scoop, but the second time I tried it with my husband and it was just as bad. The vanilla tasted fruity and the cookie dough ""pellets"" were inedible. I'm throwing the carton away. I really hope the recipe changes back to what it was when the cookie dough was edible."
Breyers,1,No Flavor!,"The only flavor was the cookie dough chunks! The ice cream had absolutely no flavor! For the price we paid, I am more than disappointed!!"
Breyers,1,Cookie Dough is Awful,As an ice cream addict and a big Breyers fan I bought the cookie dough ice cream as soon as I saw it on shelf. I was immensely disappointed. The cookie dough tastes awful — like a metallic flavour and it lingers for a while ruining the ice cream so much more. I’m not sure what to do with the rest of the tub but definitely am not eating it
Breyers,1,Tastes Bad,"I always buy cookie dough icecream and decided to give breyers cookie dough icecream a try for the first time. The icecream almost tastes and smells like spoiled milk. And the cookie dough also tastes off with a very unsettling texture. After reading all of the other reviews, I know I'm not alone. Won't be buying this again."
Breyers,1,Disgusting. Barely any cookie dough.,"This is literally the worst ice cream that I have ever had. It barely had any cookie dough in it (it was mostly chocolate chips which is not why I brought the ice cream). Where there are actual cookie dough pieces, it tastes like chalk. The actual ice cream tastes like milk or spoiled milk or something. It is truly disgusting. My roommate brought the cookies and cream flavor so it doesn't have anything to do with how our freezer was or the store's freezer because the other ice cream tasted significantly better. Like something I would actually spend money one. I personally don't have a car to drive back to the store to get a refund or I would've and Breyer's doesn't have a return policy or a ""satisfied or your money back""."
Breyers,1,Tastes off,Can't put my fiunger on it but it just tastes strange. Left a bad taste in my mouth. Only ate a few spoonfuls and I am totally turned off. Gonna throw the rest away. The texture was also weird. Not thick and creamy. Best way I can describe it is almost spongy and foamy.
Breyers,1,Weird Chemical Taste,We bought this and it was just so bad. We couldnt place the weird aftertaste that just overpowers everything. It tastes so chemically and is super unpleasant to eat. Expiration date is so far away too and it was brand new. Throwing it away and never getting again.
Breyers,1,Terrible,"As with other reviewers, the taste was just off. It almost tasted like it was spoiled and I couldn't take more than a few bites. I wasn't about to go return it to the store so it was thrown out. It was not out dated or even close to that. I'm very disappointed."
Breyers,1,Choclate chip and cookie dough not worth the money,"So I've always bought ""Breyers"" brand for every ice cream flavor and have always fell in love. Cookie dough and chocolate chip is the exemption, the taste was disgusting, I was so disappointed. It's the only flavor from this brand I would not recommend."
Breyers,1,Disappointed,"This ice cream has an off, unpleasant taste.  We threw it all away.  Actually, I was looking to see if the ice cream was recalled and came upon this product website.   I was relieved to see it wasn’t recalled but am very disappointed with the product.  "
Breyers,1,What has happened?,This used to be one of our favorites. Bought some last week at Walmart and it tasted horrible. Thought maybe we just got a bad batch. Bought some today at public and it was also awful. Has the recipe changed? I will not be purchasing again.
Breyers,1,Save your money! Avoid this flavor!,Horrible flavor. I thought it tasted like sour milk. I checked the expiration date on the carton and online to make sure there wasn’t a recall because it was so TERRIBLE! I immediately threw it out. Never again!
Breyers,1,What changed?,"We used to purchase Breyer's chocolate chip cookie dough ice cream often. However, the past 3 times we have bought it the cookie dough has been terrible. Something has changed. Unfortunately, not for the better!"
Breyers,1,Tastes spoiled,"Purchased this from my grocery store and the taste was so bad I couldn’t eat it. It tasted and smelled like spoiled milk. From reading other reviews, I’m not alone. It was absolutely disgusting."
Breyers,1,Terrible Flavor,"This is by far the worst flavor of ice cream I have seen. The cookie dough is the worst part. It tastes bitter, like something is wrong with it. I will not be buying this flavor again."
Breyers,1,"No dough, strange taste","I used to purchase Breyers because their quality is usually superior. Unfortunately, the last couple times I've gotten cookie dough (my favorite), it's been disappointing. The most recent tub had a total of 5 chunks of cookie dough, and the whole batch had a strange, fake strawberry flavor to it. I let my wife try it before I said anything about it, and she independently said it tasted weird. Actually, I think the word she used was ""awful."" I'll be buying the off-brand from now on. It's much more affordable and the quality is so much better. Too bad."
Breyers,1,Awful!,The worst ice cream I’ve eaten. It had a after taste and would melt very quickly. There was NO dough! I would not give this to a family member!!!
Breyers,1,Disappointing,I was very disappointed with your cookie dough ice cream . There was less then ten cookie doughs . I basically paid for chocolate chip icecream
Breyers,1,SO bad,This was so bad. It doesn’t taste like vanilla at all but has more of a berry taste. Extremely disappointed and won’t be buying again.
Breyers,1,nasty,the cookie dough tasted artificial and bitter. it had an awful taste that i tried not to get it in my spoon when eating the ice cream.
Breyers,1,Weird After Taste,This is the only one of Breyers flavors that has a off putting after taste. Makes the whole experience unpleasant.
Breyers,1,What happened?,Breyer's needs to do a full investigation as to why this flavor tastes so weird. I am not buying Breyer's again.
Breyers,1,Tastes gross,I have tried this ice cream twice and both times it tasted like soap. Something about the flavor was way off.
Breyers,1,Not good.,I love ice cream and Breyers is one of my favorite brands - except this flavor. It isn’t good at all.
Breyers,1,TASTES LIKE GREEN OLIVES,I love Breyers ice cream but this is the worst ice cream I have ever had. Tastes like green olives!!!
Breyers,1,No cookie dough,I bought this and literally got through half the tube and only saw one piece of cookie dough.
Breyers,1,Tastes like Blueberries,I am not sure why but our carton of cookie dough ice cream tasted like blueberry flavoring
Breyers,1,Bad cookie dough ice cream,"Usually Breyers is my favorite. But not any more!
I recently bought Breyers cookie dough ice cream and the cookie dough was awful. Was like the dough had been freezer burnt and old and then added to the ice cream. It was not enjoyable at all. I threw the whole carton away. The cookie dough looked white like tablets. I’m going to explore different brands!"
